Date;VALE3_Close;PETR4_Close
;VALE3.SA;PETR4.SA
2014-01-01;16.31927490234375;5.4290947914123535
2014-02-01;16.294586181640625;5.0191426277160645
2014-03-01;15.514419555664062;5.827967166900635
2014-04-01;14.591060638427734;6.1160407066345215
2014-05-01;14.449322700500488;6.164052486419678
2014-06-01;14.845332145690918;6.385648727416992
2014-07-01;16.52583885192871;7.054128646850586
2014-08-01;14.82502555847168;8.627459526062012
2014-09-01;13.631917953491211;6.681110382080078
2014-10-01;12.692655563354492;5.643304347991943
2014-11-01;12.268472671508789;4.742147445678711
2014-12-01;11.541531562805176;3.704340934753418
2015-01-01;9.80318832397461;3.0654067993164062
2015-02-01;11.19386100769043;3.527064323425293
2015-03-01;9.450254440307617;3.56769061088562
2015-04-01;11.931336402893066;4.823399543762207
2015-05-01;10.911944389343262;4.553791522979736
2015-06-01;9.95408821105957;4.68674898147583
2015-07-01;9.725507736206055;3.8742311000823975
2015-08-01;9.75271987915039;3.3941073417663574
2015-09-01;9.023444175720215;2.673921585083008
2015-10-01;9.284675598144531;2.847504138946533
2015-11-01;7.311595916748047;2.832731246948242
2015-12-01;7.233872890472412;2.4744856357574463
2016-01-01;5.396257400512695;1.7875386476516724
2016-02-01;6.556563854217529;1.898336410522461
2016-03-01;8.410833358764648;3.0691001415252686
2016-04-01;10.931307792663574;3.7782063484191895
2016-05-01;7.894524097442627;2.9693820476531982
2016-06-01;9.032626152038574;3.4790525436401367
2016-07-01;10.27065658569336;4.3839006423950195
2016-08-01;9.404589653015137;4.745841026306152
2016-09-01;9.887587547302246;5.01175594329834
2016-10-01;12.25816535949707;6.533379554748535
2016-11-01;15.578084945678711;5.9092183113098145
2016-12-01;14.256778717041016;5.491880416870117
2017-01-01;17.970354080200195;5.547277927398682
2017-02-01;18.271907806396484;5.6063714027404785
2017-03-01;16.635698318481445;5.351535797119141
2017-04-01;15.340139389038086;5.159486770629883
2017-05-01;15.67878532409668;4.786468029022217
2017-06-01;16.73480796813965;4.568565368652344
2017-07-01;18.062053680419922;4.9083452224731445
2017-08-01;20.243349075317383;5.0413031578063965
2017-09-01;18.390979766845703;5.650690078735352
2017-10-01;18.523700714111328;6.193597793579102
2017-11-01;20.277973175048828;5.680236339569092
2017-12-01;23.23253059387207;5.946150779724121
