Date;VALE3_Close;PETR4_Close
;VALE3.SA;PETR4.SA
2018-01-01;24.174739837646484;7.275725364685059
2018-02-01;26.274356842041016;7.925739288330078
2018-03-01;24.617996215820312;7.907273292541504
2018-04-01;28.70810317993164;8.483421325683594
2018-05-01;29.864227294921875;7.009809970855713
2018-06-01;29.250774383544922;6.361414432525635
2018-07-01;32.347496032714844;7.297677516937256
2018-08-01;31.62787628173828;7.127447605133057
2018-09-01;36.3019905090332;7.824187755584717
2018-10-01;34.4146842956543;10.246755599975586
2018-11-01;32.04188919067383;9.445416450500488
2018-12-01;30.949546813964844;8.447626113891602
2019-01-01;27.611846923828125;9.85549545288086
2019-02-01;28.582815170288086;10.425710678100586
2019-03-01;30.907060623168945;10.810993194580078
2019-04-01;30.403379440307617;10.444975852966309
2019-05-01;29.735841751098633;9.850844383239746
2019-06-01;31.447160720825195;10.608015060424805
2019-07-01;30.227380752563477;10.093290328979492
2019-08-01;27.654327392578125;9.868820190429688
2019-09-01;28.977270126342773;10.745985984802246
2019-10-01;28.64350128173828;11.853739738464355
2019-11-01;30.330547332763672;11.370073318481445
2019-12-01;32.34530258178711;11.850020408630371
2020-01-01;31.314910888671875;11.32534408569336
2020-02-01;27.602218627929688;10.08731746673584
2020-03-01;26.923227310180664;5.569124221801758
2020-04-01;27.944835662841797;7.185323715209961
2020-05-01;33.01551818847656;8.096925735473633
2020-06-01;34.83448791503906;8.578598022460938
2020-07-01;37.81835174560547;8.837353706359863
2020-08-01;37.176727294921875;8.714119911193848
2020-09-01;36.8216552734375;7.806483745574951
2020-10-01;39.295413970947266;7.539765357971191
2020-11-01;50.620025634765625;9.912361145019531
2020-12-01;56.752830505371094;11.281783103942871
2021-01-01;57.077308654785156;10.62493896484375
2021-02-01;61.341094970703125;8.853449821472168
2021-03-01;63.58005142211914;9.593894004821777
2021-04-01;73.93854522705078;9.402812957763672
2021-05-01;77.84503936767578;11.056594848632812
2021-06-01;76.80738830566406;12.10999870300293
2021-07-01;75.21887969970703;11.073057174682617
2021-08-01;68.24749755859375;11.188270568847656
2021-09-01;52.727901458740234;11.872081756591797
2021-10-01;54.67037582397461;11.837203025817871
2021-11-01;53.40305709838867;12.831268310546875
2021-12-01;60.12137985229492;12.425793647766113
2022-01-01;61.739891052246094;15.844286918640137
2022-02-01;70.45079803466797;16.652420043945312
2022-03-01;72.98544311523438;16.383039474487305
2022-04-01;66.0320816040039;14.830449104309082
2022-05-01;68.3470458984375;16.106571197509766
2022-06-01;60.69655227661133;16.676977157592773
2022-07-01;55.29761505126953;20.39093589782715
2022-08-01;51.13541793823242;19.84160041809082
2022-09-01;60.07331848144531;17.793550491333008
2022-10-01;55.97892761230469;17.79952049255371
2022-11-01;71.47257995605469;15.918661117553711
2022-12-01;74.1159896850586;15.650915145874023
2023-01-01;79.07901763916016;16.653850555419922
2023-02-01;71.3895034790039;16.12363624572754
2023-03-01;67.18077087402344;14.980164527893066
2023-04-01;61.90938186645508;15.139866828918457
2023-05-01;54.56405258178711;18.795957565307617
2023-06-01;54.914642333984375;21.249792098999023
2023-07-01;59.13884735107422;23.85274314880371
2023-08-01;55.650028228759766;24.489126205444336
2023-09-01;59.53116989135742;27.57167625427246
2023-10-01;60.78204345703125;27.651273727416992
2023-11-01;65.05440521240234;28.58253288269043
2023-12-01;68.00540924072266;30.802818298339844
