Date;Ação;Retorno
2015-05-01;PETR4;-5.589585070370906
2015-06-01;PETR4;2.9197089463835146
2015-07-01;PETR4;-17.336492408807768
2015-08-01;PETR4;-12.392749578253826
2015-09-01;PETR4;-21.218708902369343
2015-10-01;PETR4;6.49168452926554
2015-11-01;PETR4;-0.5188014231914839
2015-12-01;PETR4;-12.646650174694162
2016-01-01;PETR4;-27.761203305409275
2016-02-01;PETR4;6.198342229766385
2016-03-01;PETR4;61.673143101152974
2016-04-01;PETR4;23.10469434671205
2016-05-01;PETR4;-21.407626428461356
2016-06-01;PETR4;17.16419402446876
2016-07-01;PETR4;26.008463149226824
2016-08-01;PETR4;8.256126528300967
2016-09-01;PETR4;5.603114717038005
2016-10-01;PETR4;30.36108758418079
2016-11-01;PETR4;-9.553420832332815
2016-12-01;PETR4;-7.062489020602669
2017-01-01;PETR4;1.0087166202380038
2017-02-01;PETR4;1.0652697794341304
2017-03-01;PETR4;-4.545464210536809
2017-04-01;PETR4;-3.588671248217057
2017-05-01;PETR4;-7.2297644744639395
2017-06-01;PETR4;-4.552472910059036
2017-07-01;PETR4;7.437342500388278
2017-08-01;PETR4;2.7088138528744032
2017-09-01;PETR4;12.087884855433195
2017-10-01;PETR4;9.60781262605106
2017-11-01;PETR4;-8.288582357450004
2017-12-01;PETR4;4.681397467613158
2018-01-01;PETR4;22.36025681512612
2018-02-01;PETR4;8.934008515495373
2018-03-01;PETR4;-0.23298767618767924
2018-04-01;PETR4;7.286304795934373
2018-05-01;PETR4;-17.370484127276764
2018-06-01;PETR4;-9.24983046653013
2018-07-01;PETR4;14.71784450364606
2018-08-01;PETR4;-2.332658731618531
2018-09-01;PETR4;9.775451031725302
2018-10-01;PETR4;30.96254742432143
2018-11-01;PETR4;-7.820418293933029
2018-12-01;PETR4;-10.563751654973519
2019-01-01;PETR4;16.66585760316859
2019-02-01;PETR4;5.78575910207586
2019-03-01;PETR4;3.695503629203767
2019-04-01;PETR4;-3.385603293111561
2019-05-01;PETR4;-5.688203382086643
2019-06-01;PETR4;7.6863530447533135
2019-07-01;PETR4;-4.852224742455258
2019-08-01;PETR4;-2.2239540450482598
2019-09-01;PETR4;8.888253888982511
2019-10-01;PETR4;10.30853525426867
2019-11-01;PETR4;-4.080285468167122
2019-12-01;PETR4;4.221143318124443
2020-01-01;PETR4;-4.427640669334975
2020-02-01;PETR4;-10.931470245760089
2020-03-01;PETR4;-44.790830266157236
2020-04-01;PETR4;29.020711857731207
2020-05-01;PETR4;12.68700000716716
2020-06-01;PETR4;5.948829255985877
2020-07-01;PETR4;3.0162933759273702
2020-08-01;PETR4;-1.394464895948766
2020-09-01;PETR4;-10.415695157614014
2020-10-01;PETR4;-3.416626438951431
2020-11-01;PETR4;31.46776689197608
2020-12-01;PETR4;13.815295254969673
2021-01-01;PETR4;-5.822165991380935
2021-02-01;PETR4;-16.67293477386703
2021-03-01;PETR4;8.363340825107702
2021-04-01;PETR4;-1.9916943731301262
2021-05-01;PETR4;17.588161099212908
2021-06-01;PETR4;9.527380434857612
2021-07-01;PETR4;-8.562689012205949
2021-08-01;PETR4;1.040484053748636
2021-09-01;PETR4;6.111857802653864
2021-10-01;PETR4;-0.2937878249916759
2021-11-01;PETR4;8.397805482941113
2021-12-01;PETR4;-3.1600513134580677
2022-01-01;PETR4;27.51126702871487
2022-02-01;PETR4;5.100470153405512
2022-03-01;PETR4;-1.6176661935449532
2022-04-01;PETR4;-9.476815169712637
2022-05-01;PETR4;8.604743418254944
2022-06-01;PETR4;3.5414487235569947
2022-07-01;PETR4;22.269975578538627
2022-08-01;PETR4;-2.6940179817585785
2022-09-01;PETR4;-10.321999655282232
2022-10-01;PETR4;0.033551489477101626
2022-11-01;PETR4;-10.56691036023606
2022-12-01;PETR4;-1.6819628843310341
2023-01-01;PETR4;6.408158246326567
2023-02-01;PETR4;-3.1837340435352135
2023-03-01;PETR4;-7.091897264411873
2023-04-01;PETR4;1.066091769072508
2023-05-01;PETR4;24.14876417146359
2023-06-01;PETR4;13.055118501759866
2023-07-01;PETR4;12.249301252821665
2023-08-01;PETR4;2.6679659134825506
2023-09-01;PETR4;12.587423589424862
2023-10-01;PETR4;0.28869290503219514
2023-11-01;PETR4;3.3678707333834934
2023-12-01;PETR4;7.767979922430235
