Data;Ação;Retorno;Limite Inferior;Limite Superior
2016-04;VALE3;29.96700001519379;-27.77156952931989;28.792946518543744
2016-05;VALE3;-27.78060734196004;-27.77156952931989;28.792946518543744
2020-11;VALE3;28.819168751323264;-27.77156952931989;28.792946518543744
2015-04;PETR4;35.19668799321356;-28.23400342959921;31.709513218041913
2016-03;PETR4;61.673143101152974;-28.23400342959921;31.709513218041913
2020-03;PETR4;-44.79083026615724;-28.23400342959921;31.709513218041913
