Ação;Média;Mediana;Moda;Desvio Padrão;Q1;Q2 (Mediana novamente);Q3;IQR (Q3 - Q1);Valor Mínimo;Valor Máximo
VALE3;1.8367611425461312;0.721663277042417;-27.78060734196004;11.413833625090088;-6.5598760113710295;0.721663277042417;7.581253000594879;14.141129011965909;-27.78060734196004;29.96700001519379
PETR4;2.472133664965135;1.15184424594994;-44.79083026615724;14.385061837675345;-5.755184686733789;1.15184424594994;9.230694475176492;14.98587916191028;-44.79083026615724;61.673143101152974
